item,description,price,image
Steak Pizza,"Cream sauce, cheese sauce, mozzarella cheese, cheddar cheese, ribeye steak, button mushroom, green bell pepper, red onion, garlic Italian herbs.",59,https://images.deliveryhero.io/image/talabat/Menuitems/F07A0949503BEDF044211B8DAD704FEE?width=172&amp;height=172
Crispy Turkey Ham Pizza,"Pizza sauce, mozzarella fior de latte, dijon bechamel, crispy turkey ham, gruyere cheese, olive oil and dried oregano.",59,https://images.deliveryhero.io/image/talabat/Menuitems/7716B50C9D31C094B1A731C8746DE86F?width=172&amp;height=172
Funghi Supreme Pizza,"Pizza sauce, mozzarella fior de latte, mushroom bechamel, buttered mushroom, hint of black pepper with olive oil and dried oregano.",59,https://images.deliveryhero.io/image/talabat/Menuitems/BC7B454A5BAD213D883531870DAB10F3?width=172&amp;height=172
Ranch Chicken Pizza,"Cream sauce, ranch sauce, mozzarella cheese, grilled chicken strips, jalapeño pickles, fresh tomato, garlic.",43.5,https://images.deliveryhero.io/image/talabat/Menuitems/5E90C09B26DBB9CFA33F921EE854B878?width=172&amp;height=172
Shawarma Pizza,"Mozzarella fior de latte, fresh tomato, cucumber pickles, red onions, shawarma chicken and garlic mayo.",56,https://images.deliveryhero.io/image/talabat/Menuitems/62E22BC5C32C4AAE433DE868C7A4F1DC?width=172&amp;height=172
Short Ribs Pizza,"Short ribs sauce, mozzarella fior de latte, angus short ribs, sharp cheddar cheese and red onion confit.",64,https://images.deliveryhero.io/image/talabat/Menuitems/609E9358D8C5BC10C7A87BF2F6D96B4C?width=172&amp;height=172
Mac & Cheese Balls,Deep fried mac & cheese balls served with Pizzaro special sauce.,24,https://images.deliveryhero.io/image/talabat/Menuitems/64AE42988FAA188887C43174824203ED?width=172&amp;height=172
Fried Prawns with Spicy Sauce,Deep-fried battered shrimps served with home made dynamite sauce.,42,https://images.deliveryhero.io/image/talabat/Menuitems/D00B52592338B72582779874D147EAAD?width=172&amp;height=172
Deep Fried Calamari,Deep-fried squids flavored with black peppercorn served with avocado dip and lime.,42,https://images.deliveryhero.io/image/talabat/Menuitems/A57E3038CC1003476ECBB99FB4CDE55E?width=172&amp;height=172
Deep Fried Potato & Cheese Balls,"Breaded mashed potato balls stuffed with mozzarella, served with Pizzaro signature honey mustard sauce.",25,https://images.deliveryhero.io/image/talabat/Menuitems/5AD807375B93BE72AF4DEB2FBDC971D1?width=172&amp;height=172
Shrimps Skewers,2 Skewers of marinated grilled shrimps with Pizzaro's special lemon & mint dressing.,39,https://images.deliveryhero.io/image/talabat/Menuitems/EE0F1954E4E974C4638D86DB849B8F16?width=172&amp;height=172
Deep Fried Mozzarella Sticks,Deep-fried mozzarella sticks served with marinara sauce aside.,23.25,https://images.deliveryhero.io/image/talabat/Menuitems/87896642ABD8D9E16D9B5A83AB17C460?width=172&amp;height=172
BBQ Style Chicken Wings,Deep-fried BBQ chicken wings served with BBQ sauce aside.,30,https://images.deliveryhero.io/image/talabat/Menuitems/65F4205D1186AE8465CFF76E12073DF0?width=172&amp;height=172
Baked Garlic Bread,"Freshly baked French baguette with butter, garlic, mozzarella & parmesan.",21,https://images.deliveryhero.io/image/talabat/Menuitems/D6D4434AC2EE72EB82DD41D3FABD8892?width=172&amp;height=172
Skin-On Fries,Skin-on potato fries with oregano flavor.,19,https://images.deliveryhero.io/image/talabat/Menuitems/EC1C66FAEACF4220192A958142ABD0D0?width=172&amp;height=172
Potato Wedges with Garlic and Rosemary,Wedges of baby potatoes sauteed with rosemary and garlic.,25,https://images.deliveryhero.io/image/talabat/Menuitems/291E6D03A3347653B516C1574F875913?width=172&amp;height=172
Cajun Fries,Potato fries with cajun spices.,21,https://images.deliveryhero.io/image/talabat/Menuitems/475B4B6DBB6506FB88FE2A13295ED042?width=172&amp;height=172
Deep Fried Chicken Balls,Deep fried breaded chicken balls served with cocktail sauce.,26,https://images.deliveryhero.io/image/talabat/Menuitems/696A5DAF35685D32DABFCA621C3D9F0F?width=172&amp;height=172
Buffalo Chicken Wings,Mild spicy buffalo chicken wings served with ranch sauce.,22.5,https://images.deliveryhero.io/image/talabat/Menuitems/8FCE2510BC4C4520B7BD228DF3058B8E?width=172&amp;height=172
Buffalo Chicken Balls,Deep fried breaded chicken balls with spicy buffalo sauce.,27,https://images.deliveryhero.io/image/talabat/Menuitems/CBBBC904F94BBC38467EB185BAACD4BC?width=172&amp;height=172
Pink Chicken Pasta,"Penne tossed with fresh cream & tomato sauce with marinated chicken strips, chilli flakes, fresh mushroom, parmesan cheese and thyme.",40.5,https://images.deliveryhero.io/image/talabat/Menuitems/D565E4D220F76570360CBCB1724891BB?width=172&amp;height=172
Traditional Home-Style Lasagna Pasta,"Baked layers of fresh pasta with bolognese sauce, minced beef, béchamel sauce, parmigiano cheese and tomato sauce.",56,https://images.deliveryhero.io/image/talabat/Menuitems/425115B9EEACD9B7FFD73AD4A3B87021?width=172&amp;height=172
Seafood Linguine Pasta,"Linguine sautéed with prawns, squid, mussels, clams in a light tomato sauce with garlic, chili flakes and parsley.",60,https://images.deliveryhero.io/image/talabat/Menuitems/5975679C1B70A1C81B24FF6859B76CA1?width=172&amp;height=172
Penne with Mushroom and Chicken Pasta,"Penne tossed in a rich cream sauce with chicken strips, button mushrooms and parmigiano cheese.",40.5,https://images.deliveryhero.io/image/talabat/Menuitems/9B242B82F5900713AB9C1FE44E92A15E?width=172&amp;height=172
Ravioli Filled with Mushroom & Ricotta Pasta,"Fresh ravioli, stuffed with ricotta and mushrooms, with a light cream sauce, baby spinach leaves and Parmigiano cheese.",60,https://images.deliveryhero.io/image/talabat/Menuitems/38D8011AD04C93683DBEC23998D5C2FD?width=172&amp;height=172
Spaghetti Pasta with Turkey Ham and Carbonara Sauce,"Spaghetti pasta, carbonara sauce, turkey ham, black pepper & parmesan cheese.",56,https://images.deliveryhero.io/image/talabat/Menuitems/C9109D8FCF09484F2390605ED75DD11C?width=172&amp;height=172
Penne with Spicy Arrabiata Sauce,Penne pasta with spicy tomato arrabiata sauce.,47,https://images.deliveryhero.io/image/talabat/Menuitems/920CA05C7109AA435C315422BD5DCC7F?width=172&amp;height=172
Spaghetti Bolognese,Spaghetti pasta with minced beef in red sauce and parmesan cheese on top.,55,https://images.deliveryhero.io/image/talabat/Menuitems/8363FB75E96F41947E4E97EDB9B3F634?width=172&amp;height=172
Cajun Shrimp Pasta,"Spaghetti pasta, fresh cream, sauteed shrimp with cajun, garlic & parsley.",56,https://images.deliveryhero.io/image/talabat/Menuitems/76084C0A75100F092FBB5AC5FC7E1968?width=172&amp;height=172
Pizzaro Signature Chicken Salad,"Iceberg lettuce, grilled chicken, Parmigiano, crumbled veal bacon, bread croutons & our version of Caesar dressing,",45,https://images.deliveryhero.io/image/talabat/Menuitems/2596AAA565D68A808C2AD29527B9CF4A?width=172&amp;height=172
Rucola and Mozzarella Salad,"Wild rocket, cow-mozzarella, semi-dried tomatoes,  basil, oregano and goat cheese dressing.",43,https://images.deliveryhero.io/image/talabat/Menuitems/C76FFFFC20495541087ED52CD54C9BC7?width=172&amp;height=172
Seasonal Mixed Salad with Parmesan,"Freshly mixed garden salad with cherry tomatoes, Parmigiano cheese, oregano , served with olive oil and balsamico dressing.",36,https://images.deliveryhero.io/image/talabat/Menuitems/612BB7D219DF533FE24B736ADAF36E57?width=172&amp;height=172
Mediterranean Feta Salad,"Freshly mixed garden salad, tomatoes, cucumber, red onion, Taggiasca olives, green peppers, feta cheese, oregano, olive oil and lemon dressing.",45,https://images.deliveryhero.io/image/talabat/Menuitems/B3D6054CF2D303172F5A2531269575F5?width=172&amp;height=172
Healthy Kale Salad,"Kale leaves, mixed lettuces, radiccio lettuce, semi-dried tomatoes, pomegranate, grapefruit, pumpkin seeds, goat cheese, honey/mustard dressing.",44,https://images.deliveryhero.io/image/talabat/Menuitems/EF2A4CD2F293613E19C87EC8C5A1E780?width=172&amp;height=172
Burrata Salad,"Creamy burrata cheese with mixed green, avocado, pomegranate seed. Served with avocado balsamic dressing.",55,https://images.deliveryhero.io/image/talabat/Menuitems/C69DE07AC6897320897559CD80ABFB51?width=172&amp;height=172
Pumpkin Soup with Prawns,Creamy pumpkin soup served with sauteed prawns.,35,https://images.deliveryhero.io/image/talabat/Menuitems/C42CF5E7681F7CC12233A117863D9935?width=172&amp;height=172
Mushroom Soup,"Button mushroom, brown mushroom, red onion, fresh garlic, cream sauce, dry thyme and dry rosemary.",32,https://images.deliveryhero.io/image/talabat/Menuitems/7047D30EE07CCD120439037D8C6BE14B?width=172&amp;height=172
Nutella Pizza,"Pizza dough, Nutella, cream, fresh banana, fresh strawberry, walnut mixed and icing sugar.",29,https://images.deliveryhero.io/image/talabat/Menuitems/9A0AA6DD3AEE36999A318D8521568972?width=172&amp;height=172
Traditional Tiramisu,Savoiardi biscuits dipped in espresso coffee and layered with velvety mascarpone cream.,24,https://images.deliveryhero.io/image/talabat/Menuitems/15E4530397B8FD528C076B52E7259201?width=172&amp;height=172
Triple Chocolate Mousse,"Mousse of white, dark and milk chocolate with vanilla whipped cream and chocolate powder.",24,https://images.deliveryhero.io/image/talabat/Menuitems/2A9E3BE3608337B1D9CB347F0253F0F4?width=172&amp;height=172
Italian Cheesecake,Soft cheese cake with amaretti biscuits and strawberry jam.,32,https://images.deliveryhero.io/image/talabat/Menuitems/BC237A45D0559E9A87FD1BFDFA027A1A?width=172&amp;height=172
Classic Brownies,Chocolate classic brownies. 1 piece.,18,https://images.deliveryhero.io/image/talabat/Menuitems/1831AAFA87957E88C1A3D4F18A81319E?width=172&amp;height=172
Pepsi,,10,https://images.deliveryhero.io/image/talabat/Menuitems/A3801255E9A9B4C6153F4F3073F37BAD?width=172&amp;height=172
Diet Pepsi,,10,https://images.deliveryhero.io/image/talabat/Menuitems/5997F8378FC7F0E4120F4D6DB7692E40?width=172&amp;height=172
7Up,,10,https://images.deliveryhero.io/image/talabat/Menuitems/603314A6B293B8E02642AF0ACB211780?width=172&amp;height=172
Diet 7Up,,10,https://images.deliveryhero.io/image/talabat/Menuitems/EAEE7A437B8CABB8394E98574E111BC1?width=172&amp;height=172
Mirinda,,10,https://images.deliveryhero.io/image/talabat/Menuitems/41B6054D2F96F07CB5C0DE8798D4D4CF?width=172&amp;height=172
Mountain Dew,,10,https://images.deliveryhero.io/image/talabat/Menuitems/B7ECC26DE2D6EC97E02C54366E7CF1C0?width=172&amp;height=172
Al Ain Water Small,,6,https://images.deliveryhero.io/image/talabat/Menuitems/CA406B1CDD6B0E50D91AF73830C60DF0?width=172&amp;height=172
Al Ain Water Large,,12,https://images.deliveryhero.io/image/talabat/Menuitems/FED8D82E2217A4D3BE42D1BEBA586259?width=172&amp;height=172
Cheesy Garlic Bread (Vegetarian),"A full mini French loaf topped with dried oregano, garlic butter & mozzarella",29,https://images.deliveryhero.io/image/talabat/Menuitems/A1DDBDD2D82D56111A263617AECC3FE0?width=172&amp;height=172
Arancini,(7 pieces) Wild mushroom risotto balls with green peas & mozzarella served with our homemade roasted pomodoro sauce.,42,https://images.deliveryhero.io/image/talabat/Menuitems/0A3AC325B1A1D8F372E0B36A17C921F9?width=172&amp;height=172
Crispy Calamari,Fried calamari with tartar sauce & lemon wedge.,39,https://images.deliveryhero.io/image/talabat/Menuitems/68A935BD3BB7EC14C070753FD7C01BAC?width=172&amp;height=172
Bruschetta (Vegetarian),Toasted baguette served with fresh tomato basil salsa with extra virgin olive oil.,29,https://images.deliveryhero.io/image/talabat/Menuitems/10751499C027F89DEED2C415913BEED8?width=172&amp;height=172
Caesar Salad (Vegetarian),"Romaine lettuce, croutons, shaved parmesan with classic homemade Caesar dressing.",25,https://images.deliveryhero.io/image/talabat/Menuitems/DF2A5B8453F8AF03826E63174E97DBCF?width=172&amp;height=172
Caesar Salad with Grilled Chicken,"Grilled Chicken, Romaine lettuce, croutons, shaved parmesan with classic homemade Caesar dressing.",35,https://images.deliveryhero.io/image/talabat/Menuitems/DE6E9821A9C8CB79C3D9F8BF9DC6A762?width=172&amp;height=172
Penne Pomodoro,"Penne pasta with extra virgin olive oil, red onion, garlic & chili flakes soffritto, cherry tomatoes, fresh parsley, and grated parmesan cheese.",42,https://images.deliveryhero.io/image/talabat/Menuitems/56D975106E235C6D9F7C8EC0B4FE88CD?width=172&amp;height=172
Spaghetti Puttanesca,"Spaghetti pasta in a pomodoro sauce mixed with anchovies, oregano, black olives, capers and chili, garnished with parmesan cheese and parsley.",46,https://images.deliveryhero.io/image/talabat/Menuitems/6B91B915B54219E2B921C3FE0557578D?width=172&amp;height=172
Pappardelle Alfredo,"Pappardelle pasta in a cream sauce with marinated lemon thyme grilled chicken breast, mushrooms, grated parmesan cheese and chopped parsley.",60,https://images.deliveryhero.io/image/talabat/Menuitems/98B5EB66D2884CAFD6EB07E3F93A0843?width=172&amp;height=172
Tagliatelle Sriracha Shrimp,"Tagliatelle pasta with shrimps, cherry tomatoes and baby spinach tossed in a sriracha cream sauce.",65,https://images.deliveryhero.io/image/talabat/Menuitems/67AFE4A919444A03B6DF8C38F5965BB0?width=172&amp;height=172
Tuscan Chicken Mac & Cheese,"Grilled Tuscan chicken and macaroni with sundried tomato & spinach in a parmesan & gruyere cheese sauce, topped with chopped parsley.",58,https://images.deliveryhero.io/image/talabat/Menuitems/A3259420132F8E58ABFD7965A222FE4F?width=172&amp;height=172
Gnocchi Gorgonzola,"Ricotta gnocchi in a gorgonzola cream sauce topped with fresh basil, parmesan cheese and chopped chives.",57,https://images.deliveryhero.io/image/talabat/Menuitems/1B23C4A261D7B2A9EBCE900D308BD7DF?width=172&amp;height=172
Gnocchi Genovese,"Homemade ricotta gnocchi, basil pesto cream sauce, toasted pine nuts and grated parmesan cheese.",62,https://images.deliveryhero.io/image/talabat/Menuitems/736F77C793EA99748DEF6AE0DD4CBC0B?width=172&amp;height=172
Gnocchi Pomodoro,"Homemade ricotta gnocchi, extra virgin olive oil, onion, garlic & chili flakes soffritto, cherry tomato, fresh parsley and grated parmesan cheese.",54,https://images.deliveryhero.io/image/talabat/Menuitems/F7BAB676D9F2A4368B528C1DFF47A87B?width=172&amp;height=172
Wild Mushroom Risotto,"Creamy risotto cooked with roasted mushrooms, and grated parmesan cheese.",56,https://images.deliveryhero.io/image/talabat/Menuitems/F72F0A2E6A392C8773E3F72B386EF5AE?width=172&amp;height=172
Green Goddess Risotto,"Creamy risotto cooked in a spinach, parsley, mint, basil & spring onion broth with green peas & grated parmesan cheese.",48,https://images.deliveryhero.io/image/talabat/Menuitems/8184F82794220C8285B3D3E58C90F83C?width=172&amp;height=172
Penne Pomodoro (Vegetarian),"Penne pasta with extra virgin olive oil, red onion, garlic & chili flakes soffritto, cherry tomatoes, fresh parsley, and grated parmesan cheese.",42,https://images.deliveryhero.io/image/talabat/Menuitems/F0EF240E171ADBE3445AB1C76F2FE976?width=172&amp;height=172
Gnocchi Gorgonzola (Vegetarian),"Ricotta gnocchi in a gorgonzola cream sauce topped with fresh basil, parmesan cheese and chopped chives.",57,https://images.deliveryhero.io/image/talabat/Menuitems/916A85E2D73612EFBA89002D59D6AEF8?width=172&amp;height=172
Gnocchi Genovese (Vegetarian),"Homemade ricotta gnocchi, basil pesto cream sauce, toasted pine nuts and grated parmesan cheese.",62,https://images.deliveryhero.io/image/talabat/Menuitems/C380A50686B5F938741F365A1897917D?width=172&amp;height=172
Gnocchi Pomodoro (Vegetarian),"Homemade ricotta gnocchi, extra virgin olive oil, onion, garlic & chili flakes soffritto, cherry tomato, fresh parsley and grated parmesan cheese.",54,https://images.deliveryhero.io/image/talabat/Menuitems/8FD5EA2940B59B4DD2B2613E06D20930?width=172&amp;height=172
Green Goddess Risotto (Vegetarian),"Creamy risotto cooked in a spinach, parsley, mint, basil & spring onion broth with green peas & grated parmesan cheese.",48,https://images.deliveryhero.io/image/talabat/Menuitems/00ECB515F0EE968DC270BBA0AF3DF9FF?width=172&amp;height=172
Unicorn Mac & Cheese,Macaroni with a choice of sauce.,28,https://images.deliveryhero.io/image/talabat/Menuitems/DFC55CC1AB64B26A348B2EB985F51500?width=172&amp;height=172
Old-fashioned Lemonade (Vegetarian),,16,https://images.deliveryhero.io/image/talabat/Menuitems/C838AEF9A2C8AD921F2897EE959AE416?width=172&amp;height=172
Strawberry Lemonade (Vegetarian),,16,https://images.deliveryhero.io/image/talabat/Menuitems/8A100B3D182DE629D15E04410BCC9A1A?width=172&amp;height=172
Watermelon Lemonade (Vegetarian),,16,https://images.deliveryhero.io/image/talabat/Menuitems/5115C5A3393A7F23044D5D80AD378B86?width=172&amp;height=172
Pepsi,,7,https://images.deliveryhero.io/image/talabat/Menuitems/AAB80C808604078231E633275BBED6F8?width=172&amp;height=172
Diet Pepsi,,7,https://images.deliveryhero.io/image/talabat/Menuitems/22DF737A176FAB47F2704C31FE820B6B?width=172&amp;height=172
7 Up,,7,https://images.deliveryhero.io/image/talabat/Menuitems/8248231A53BDB6CBA76382B22BEB954E?width=172&amp;height=172
Diet 7 Up,,7,https://images.deliveryhero.io/image/talabat/Menuitems/70C981F03B94D9DC3886BC05DBB5AF79?width=172&amp;height=172
Mirinda,,7,https://images.deliveryhero.io/image/talabat/Menuitems/FCD9A090236C2D572D9A3420B1E6BEFD?width=172&amp;height=172
Water (Vegetarian),,5,https://images.deliveryhero.io/image/talabat/Menuitems/1C59F862BB89C29F42397BA4F8834E66?width=172&amp;height=172
Meal for One,"Any Pizza, Appetiser & Soft Drink!",65,https://images.deliveryhero.io/image/talabat/Menuitems/654F07DB5C5A929AF369EB1F2FAE4FA2?width=172&amp;height=172
Meal for 2,"Any 2 Pizzas, Any Appetizer, 2 Soft Drinks. Super value and perfect for sharing!",99,https://images.deliveryhero.io/image/talabat/Menuitems/1CAC1263C6057D7D1E5A1632C8FD2D59?width=172&amp;height=172
Appetiser Sharing Box,Choice of any 3 Appetisers!,72,https://images.deliveryhero.io/image/talabat/Menuitems/58FF53832C95F8C23B92A6CF7C74431E?width=172&amp;height=172
Appetiser Sharing Box,Choice of any 3 Appetisers!,72,https://images.deliveryhero.io/image/talabat/Menuitems/58FF53832C95F8C23B92A6CF7C74431E?width=172&amp;height=172
BBQ Brisket,"Tomato sauce, fior di latte mozzarella, homemade slow cooked pulled BBQ beef brisket, sundried tomato, smoked cheddar, spring onion, garlic & herb drizzle",58,https://images.deliveryhero.io/image/talabat/Menuitems/62AB8C90C104D4C683C66052BF72FCBB?width=172&amp;height=172
BBQ Brisket,"Tomato sauce, fior di latte mozzarella, homemade slow cooked pulled BBQ beef brisket, sundried tomato, smoked cheddar, spring onion, garlic & herb drizzle",58,https://images.deliveryhero.io/image/talabat/Menuitems/62AB8C90C104D4C683C66052BF72FCBB?width=172&amp;height=172
Oven-baked Garlic Bread & Mozzarella,"Rocco`s classic dough baked with homemade roast garlic, olive oil, fior di latte and fresh rosemary. Add our homemade Pesto, or creamy fresh Straciatella",28,https://images.deliveryhero.io/image/talabat/Menuitems/43968F6DA91D70421C57C668E6E18D64?width=172&amp;height=172
Oven-baked Garlic Bread & Mozzarella,"Rocco`s classic dough baked with homemade roast garlic, olive oil, fior di latte and fresh rosemary. Add our homemade Pesto, or creamy fresh Straciatella",28,https://images.deliveryhero.io/image/talabat/Menuitems/43968F6DA91D70421C57C668E6E18D64?width=172&amp;height=172
Fattoria,"Tomato sauce, fior di latte mozzarella, caramelized onions, sundried tomatoes, homemade pesto, roast pine nuts, goat cheese",58,https://images.deliveryhero.io/image/talabat/Menuitems/981723DCA638AF2B8683CB0FAA3EAF42?width=172&amp;height=172
Fattoria,"Tomato sauce, fior di latte mozzarella, caramelized onions, sundried tomatoes, homemade pesto, roast pine nuts, goat cheese",58,https://images.deliveryhero.io/image/talabat/Menuitems/981723DCA638AF2B8683CB0FAA3EAF42?width=172&amp;height=172
Garlic Pesto Shrimp,"Pesto cream sauce, fior di latte mozzarella, sauteed shrimp, friarielli, roast garlic",55,https://images.deliveryhero.io/image/talabat/Menuitems/F0DD25DB2AFE85D7FC387C5D0DA5DF50?width=172&amp;height=172
Garlic Pesto Shrimp,"Pesto cream sauce, fior di latte mozzarella, sauteed shrimp, friarielli, roast garlic",55,https://images.deliveryhero.io/image/talabat/Menuitems/F0DD25DB2AFE85D7FC387C5D0DA5DF50?width=172&amp;height=172
Banana Caramel Pudding,"A creamy pile of deliciousness made with caramelised banana, custard cream, and banana caramel sauce",28,https://images.deliveryhero.io/image/talabat/Menuitems/6823556482605B2F43BD6D965B9E6ABA?width=172&amp;height=172
Banana Caramel Pudding,"A creamy pile of deliciousness made with caramelised banana, custard cream, and banana caramel sauce",28,https://images.deliveryhero.io/image/talabat/Menuitems/6823556482605B2F43BD6D965B9E6ABA?width=172&amp;height=172
Tender Chicken Strips,"Juicy, tender and succulent breaded strips, served with a choice of dip",32,https://images.deliveryhero.io/image/talabat/Menuitems/8A9C1F7FCBFC3EF0AC0FD6063895B2F7?width=172&amp;height=172
Seasoned Potato Wedges,"Crispy fried potato wedges, lightly seasoned and served with a choice of dip",25,https://images.deliveryhero.io/image/talabat/Menuitems/2ED81BEEA543268A18228B8089A54946?width=172&amp;height=172
Calamari Fritti,Crispy fried breaded calamari rings served with a choice of dip,34,https://images.deliveryhero.io/image/talabat/Menuitems/5CD4BAA6C2DD2F0548988EABCCE66A4D?width=172&amp;height=172
Bruschetta,"Toasted homemade ciabatta topped with fresh tomatoes, chopped garlic, onions and basil",28,https://images.deliveryhero.io/image/talabat/Menuitems/9CE58E9E1EBE41E1E9BA9C8C4B5685E4?width=172&amp;height=172
Mozzarella Fritta,"Thick, creamy slices of mozzarella, breaded and shallow-fried Served with a choice of dip",28,https://images.deliveryhero.io/image/talabat/Menuitems/7A72AE83CB9F5FB2DA40C45C2884420F?width=172&amp;height=172
Homemade Italian Meatballs,"Home-made beef meatballs, with Italian herbs, in a rich tomato ragu",28,https://images.deliveryhero.io/image/talabat/Menuitems/FDAA997474616617919B389D5A4310CF?width=172&amp;height=172
Tomato & Basil Soup,"Our classic tomato soup is homemade with ripe plum tomatoes and mixed garden legumes for excellent flavor, seasoned with olive oil and basil and served with a side of crispy garlic bread",26,https://images.deliveryhero.io/image/talabat/Menuitems/19033FEFE5F1ADB137C949D7DD824186?width=172&amp;height=172
Insalata Di Rocco,"Fresh mixed Italian greens, cherry tomatoes, kalamata olives, spring onion, oven baked goat cheese, fresh mushrooms, walnuts, pine nuts, homemade sweet balsamic dressing",41,https://images.deliveryhero.io/image/talabat/Menuitems/637E35AC71D3008DB538D76FDB59E14B?width=172&amp;height=172
Grilled Chicken Caesar,"Romaine lettuce with a creamy Caesar dressing, homemade garlic croutons, powdered parmesan cheese and grilled chicken breast",41,https://images.deliveryhero.io/image/talabat/Menuitems/C0F770C3B6BB6D303A635C84BC5982DF?width=172&amp;height=172
Organic Quinoa Greco,"White quinoa, authentic Greek feta, kalamata olives, pine nuts, cherry tomato, fresh rocket, Italian lime dressing",41,https://images.deliveryhero.io/image/talabat/Menuitems/89377B3A1A0294FD5DA46590F0268D63?width=172&amp;height=172
Fusili Chicken Salad,"Served cold Pasta salad with fusili, roast chicken, sweetcorn, kalamata olives, sundried tomato, fresh rocket, grated parmesan and pesto dressing",41,https://images.deliveryhero.io/image/talabat/Menuitems/9E2BCE27E36EA4C4928096AF954457C1?width=172&amp;height=172
Insalata Sparta,"Mixed fresh Italian greens, kalamata olives, chopped avocado, feta cheese, oregano, Italian pesto dressing",41,https://images.deliveryhero.io/image/talabat/Menuitems/7FD132094F253D9A081BB400B5E8AD7E?width=172&amp;height=172
Insalata Caprese,"Sliced vine tomato, sliced fresh mozzarella, topped with our homemade pesto, fresh basil, sea salt flakes and EVOO",46,https://images.deliveryhero.io/image/talabat/Menuitems/484A941673D8556C2FC5BB168E01F26F?width=172&amp;height=172
Garden Salad,"Italian mixed greens, cherry tomato, cucumber, spring onion, classic Italian dressing",31,https://images.deliveryhero.io/image/talabat/Menuitems/F5FB22BDCDE27AFF13D0309A3D9D4B53?width=172&amp;height=172
Create your own SALAD,Create your own super salad with a wide range of freshly prepared ingredients and sauces,28,https://images.deliveryhero.io/image/talabat/Menuitems/4AA7FAB195AA2ECA99ABB1C1ABCE5F0A?width=172&amp;height=172
Create your own SALAD,Create your own super salad with a wide range of freshly prepared ingredients and sauces,28,https://images.deliveryhero.io/image/talabat/Menuitems/4AA7FAB195AA2ECA99ABB1C1ABCE5F0A?width=172&amp;height=172
Margherita,"Tomato sauce, fior di latte mozzarella, fresh basil",46,https://images.deliveryhero.io/image/talabat/Menuitems/18A39EC8A7DBD3822B2DA75038D7461E?width=172&amp;height=172
Funghi,"Tomato sauce, fior di latte mozzarella, fresh mushrooms, fresh basil",49,https://images.deliveryhero.io/image/talabat/Menuitems/32666257F0867C3B3FA54BDB0490FD7E?width=172&amp;height=172
Verdure,"Tomato sauce, fior di latte mozzarella, oven roast peppers, zucchini, aubergine, fresh mushrooms, sliced onions, kalamata olives",52,https://images.deliveryhero.io/image/talabat/Menuitems/392304D27E62A00B2F2AC0FDCA0C2DA8?width=172&amp;height=172
Diavola,"Tomato sauce, fior di latte mozzarella, Italian salami (mildly spicy), oregano",55,https://images.deliveryhero.io/image/talabat/Menuitems/A1F4884A9C179F0CFDC7929329BE9507?width=172&amp;height=172
Regina,"Tomato sauce, fior di latte mozzarella, smoked turkey, fresh mushrooms, olives, oregano",52,https://images.deliveryhero.io/image/talabat/Menuitems/8B878459F0147FA6FF7D958CEB3E53E8?width=172&amp;height=172
Bresaola,"Tomato sauce, fior di latte mozzarella, sliced beef bresaola, fresh rocket, topped with grated parmesan",52,https://images.deliveryhero.io/image/talabat/Menuitems/826423E05448A5DC8833A2B136F0BD71?width=172&amp;height=172
Quattro Formaggi,"Tomato sauce, fior di latte mozzarella, gorgonzola, emmental, grated parmesan",55,https://images.deliveryhero.io/image/talabat/Menuitems/2D6ED8C5001FBF6969F1C809CD0353DD?width=172&amp;height=172
Quattro Stagioni,"Tomato sauce, fior di latte mozzarella, artichokes, fresh mushrooms, red peppers, smoked turkey, kalamata olives",55,https://images.deliveryhero.io/image/talabat/Menuitems/711BD4D3CBDECCA64971E218BF213178?width=172&amp;height=172
Siciliana,"Tomato sauce, fior di latte mozzarella, capers, kalamata olives, Mediterranean anchovies, oregano",49,https://images.deliveryhero.io/image/talabat/Menuitems/9FFEBA32376989A148869504D39DD9DC?width=172&amp;height=172
Tonno,"Tomato sauce, fior di latte mozzarella, Mediterranean tuna, olives, sliced onion, capers",52,https://images.deliveryhero.io/image/talabat/Menuitems/CF85B15B1142B0639A9921A1B9128382?width=172&amp;height=172
Buffalo Fried Chicken,"Tomato sauce, fior di latte mozzarella, buffalo fried chicken, spring onion, buffalo cream sauce",55,https://images.deliveryhero.io/image/talabat/Menuitems/EC25591BFA7D34AE92D60E26845136B3?width=172&amp;height=172
Pollo Piccante,"Tomato sauce, fior di latte mozzarella, oven roast chicken, jalapeno, sliced onions, chili flakes (Spicy)",55,https://images.deliveryhero.io/image/talabat/Menuitems/CAC4A86AF090C285D9641BE92929369D?width=172&amp;height=172
Carnivora,"Tomato sauce, fior di latte mozzarella, beef bacon, homemade meatballs, Italian salami, seasoned minced beef, spring onion, oregano",58,https://images.deliveryhero.io/image/talabat/Menuitems/CA0E33164BA0AE5E41A0251FF36718FC?width=172&amp;height=172
Pollo Pesto,"Creamy pesto sauce, fior di latte mozzarella, mildly spicy marinated roast chicken, sun dried tomatoes and broccoli",55,https://images.deliveryhero.io/image/talabat/Menuitems/90346F34C30A24242B7E0F3E9EC88382?width=172&amp;height=172
Italia,"Tomato sauce, fior di latte mozzarella, buffalo mozzarella, fresh rocket and parmesan (arranged like the Italian flag)",58,https://images.deliveryhero.io/image/talabat/Menuitems/C20F75E9BA0C3D4FF9CA8D1C0F317122?width=172&amp;height=172
